RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index,SourceFile
25,12,0,-260.22,6.94,725.664,30.49,-555.67,20387,R20MZ_FZ_250_filtered
25,12,0,-260.22,-4.877,867.621,-37.87,454,26046,R20MZ_FZ_250_filtered
25,12,0,-260.21,7.819,860.641,24.21,-567.59,25349,R20MZ_FZ_250_filtered
25,12,0,-260.16,-1.944,868.351,-33.84,233.93,26119,R20MZ_FZ_250_filtered
25,12,0,-260.15,5.428,861.241,35.81,-488.97,25409,R20MZ_FZ_250_filtered
25,12,0,-260.12,2.966,726.664,41.62,-337.79,20487,R20MZ_FZ_250_filtered
25,12,0,-260.12,-3.562,732.754,-42.86,384.54,21095,R20MZ_FZ_250_filtered
25,12,0,-260.11,-1.28,868.521,-24.86,160.23,26136,R20MZ_FZ_250_filtered
25,12,0,-260.08,3.879,861.631,42.65,-406.94,25448,R20MZ_FZ_250_filtered
25,12,0,-260.08,-1.747,868.401,-31.17,214.69,26124,R20MZ_FZ_250_filtered
25,12,0,-260.07,7.369,725.554,30.98,-567.78,20376,R20MZ_FZ_250_filtered
25,12,0,-260.06,4.314,726.324,43.85,-440.6,20453,R20MZ_FZ_250_filtered
25,12,0,-260.05,-1.287,733.324,-25.41,161.17,21152,R20MZ_FZ_250_filtered
25,12,0,-260.02,6.778,725.704,29.85,-550.38,20391,R20MZ_FZ_250_filtered
25,12,0,-260.02,5.221,726.094,39.91,-486.65,20430,R20MZ_FZ_250_filtered
25,12,0,-260.02,-1.746,733.204,-32.12,216.86,21140,R20MZ_FZ_250_filtered
25,12,0,-260.02,-0.719,868.661,-13.92,90.29,26150,R20MZ_FZ_250_filtered
25,12,0,-260.01,7.307,860.771,28.1,-554.87,25362,R20MZ_FZ_250_filtered
25,12,0,-260.01,-5.668,867.421,-34.04,487.81,26026,R20MZ_FZ_250_filtered
25,12,0,-260,6.837,860.891,27.01,-541.38,25374,R20MZ_FZ_250_filtered
25,12,0,-259.9,-5.608,732.244,-36.47,492.19,21044,R20MZ_FZ_250_filtered
25,12,0,-259.89,7.793,860.651,24.42,-566.67,25350,R20MZ_FZ_250_filtered
25,12,0,-259.88,7.743,725.464,25.76,-576.44,20367,R20MZ_FZ_250_filtered
25,12,0,-259.87,4.791,861.401,40.37,-459.67,25425,R20MZ_FZ_250_filtered
25,12,0,-259.86,2.029,862.091,33.22,-246.74,25494,R20MZ_FZ_250_filtered
25,12,0,-259.84,-3.121,732.864,-41.8,350.42,21106,R20MZ_FZ_250_filtered
25,12,0,-259.82,-4.227,867.781,-41.93,419.76,26062,R20MZ_FZ_250_filtered
25,12,-0,-259.81,-4.687,732.474,-40.93,450.16,21067,R20MZ_FZ_250_filtered
